Majkin Airport,MH,Majkin,MJE
Marshall Islands International Airport,MH,Majuro Atoll,MAJ
Makabana Airport,CG,Makabana,KMK
Pongtiku Airport,ID,Makale,TTR
Uytash Airport,RU,Makhachkala,MCX
Makin Island Airport,KI,Makin Island,MTK
Makini Airport,PG,Makini,MPG
Mount Fuji Shizuoka Airport,JP,Makinohara / Shimada,FSZ
Makkovik Airport,CA,Makkovik,YMN
Makokou Airport,GA,Makokou,MKU
Makoua Airport,CG,Makoua,MKJ
Makurdi Airport,NG,Makurdi,MDI
Mal Airport,PG,Mal Island,MMV
Malabang Airport,PH,Malabang,MLP
Malabo Airport,GQ,Malabo,SSG
Malacca Airport,MY,Malacca,MKZ
Málaga Airport,ES,Málaga,AGP
Malaimbandy Airport,MG,Malaimbandy,WML
Malakal Airport,SS,Malakal,MAK
Malalaua Airport,PG,Malalaua,MLQ
Malam Airport,PG,Malam,MQO
Malamala Airport,ZA,Malamala,AAM
Abdul Rachman Saleh Airport,ID,Malang,MLG
Malanje Airport,AO,Malanje,MEG
Comodoro D.R. Salomón Airport,AR,Malargue,LGS
Malatya Erhaç Airport,TR,Malatya,MLX
Godofredo P. Ramos Airport,PH,Malay,MPH
Malda Airport,IN,Malda,LDA
Malden Regional Airport,US,Malden,MAW
Malé International Airport,MV,Malé,MLE
Southwest Bay Airport,VU,Malekula Island,SWJ
Riverside Airport,ZA,Malelane,LLE
Maliana Airport,TL,Maliana,MPT
Maliana airport,ID,Maliana-Alor Island,MPT
Malindi Airport,KE,Malindi,MYD
Malmö Sturup Airport,SE,Malmö,MMX
Maloelap Island Airport,MH,Maloelap Island,MAV
Malolo Lailai Island Airport,FJ,Malolo Lailai Island,PTF
Bardufoss Airport,NO,Målselv,BDU
Malta Airport,US,Malta,MLK
Mamai Airport,PG,Mamai,MAP
Camiguin Airport,PH,Mambajao,CGM
Mamfe Airport,CM,Mamfe,MMF
Mamitupo Airport,PA,Mamitupo,MPI
Mammoth Yosemite Airport,US,Mammoth Lakes,MMH
Mampikony Airport,MG,Mampikony,WMP
Tampa Padang Airport,ID,Mamuju-Celebes Island,MJU
Mana Island Airport,FJ,Mana Island,MNF
Sam Ratulangi Airport,ID,Manado-Celebes Island,MDC
Augusto C. Sandino (Managua) International Airport,NI,Managua,MGA
Manakara Airport,MG,Manakara,WVK
Bahrain International Airport,BH,Manama,BAH
Mananara Nord Airport,MG,Mananara Nord,WMR
Mananjary Airport,MG,Mananjary,MNJ
Manari Airport,PG,Manari,MRM
Manassas Regional Airport/Harry P. Davis Field,US,Manassas,MNZ
Manaung Airport,MM,Manaung,MGU
Ponta Pelada Airport,BR,Manaus,PLL
Eduardo Gomes International Airport,BR,Manaus,MAO
Manchester-Boston Regional Airport,US,Manchester,MHT
Manchester Airport,GB,Manchester,MAN
Ingolstadt Manching Airport,DE,Manching,IGS
Mandabe Airport,MG,Mandabe,WMD
Mandalay International Airport,MM,Mandalay,MDL
Mandalgobi Airport,MN,Mandalgobi,MXW
Mandera Airport,KE,Mandera,NDE
Mandora Airport,AU,Mandora,MQA
Mandritsara Airport,MG,Mandritsara,WMA
Manetai Airport,PG,Manetai,MVI
Manga Airport,PG,Manga Mission,MGP
Mangaia Island Airport,CK,Mangaia Island,MGS
Mangalore International Airport,IN,Mangalore,IXE
Mangla Airport,PK,Mangla,XJM
Mangochi Airport,MW,Mangochi,MAI
Mangole Airport - Falabisahaya,ID,Mangole Island,MAL
Clarence A. Bain Airport,BS,Mangrove Cay,MAY
Mangun Jaya Airport,ID,Mangun Jaya,MJY
Manguna Airport,PG,Manguna,MFO
Manhattan Regional Airport,US,Manhattan,MHK
Manicoré Airport,BR,Manicoré,MNX
Manihiki Island Airport,CK,Manihiki Island,MHX
Maniitsoq Airport,GL,Maniitsoq,JSU
Manila Municipal Airport,US,Manila,MXA
Ninoy Aquino International Airport,PH,Manila,MNL
Maningrida Airport,AU,Maningrida,MNG
Manistee County Blacker Airport,US,Manistee,MBL
Schoolcraft County Airport,US,Manistique,ISQ
Manitouwadge Airport,CA,Manitouwadge,YMG
Manitowoc County Airport,US,Manitowoc,MTW
Maniwaki Airport,CA,Maniwaki,YMW
La Nubia Airport,CO,Manizales,MZL
Manja Airport,MG,Manja,MJA
Manley Hot Springs Airport,US,Manley Hot Springs,MLY
Mannheim-City Airport,DE,Mannheim,MHG
Manokotak Airport,US,Manokotak,KMO
Rendani Airport,ID,Manokwari-Papua Island,MKW
Manono Airport,CD,Manono,MNO
Mansa Airport,ZM,Mansa,MNS
Mansfield Lahm Regional Airport,US,Mansfield,MFD
Kent International Airport (Manston),GB,Manston,MSE
Eloy Alfaro International Airport,EC,Manta,MEC
Dare County Regional Airport,US,Manteo,MEO
Manti-Ephraim Airport,US,Manti,NTJ
Manumu Airport,PG,Manumu,UUU
Ardmore Airport,NZ,Manurewa,AMZ
Momote Airport,PG,Manus Island,MAS
Central Jersey Regional Airport,US,Manville,JVI
Playa De Oro International Airport,MX,Manzanillo,ZLO
Sierra Maestra Airport,CU,Manzanillo,MZO
Matsapha Airport,SZ,Manzini,MTS
Mao Airport,TD,Mao,AMO
Maota Airport,WS,Maota,MXS
Maple Bay Seaplane Base,CA,Maple Bay,YAQ
Mapoda Airport,PG,Mapoda,MPF
Cagayan de Sulu Airport,PH,Mapun,CDY
Maputo Airport,MZ,Maputo,MPM
Maquinchao Airport,AR,Maquinchao,MQD
Ástor Piazzola International Airport,AR,Mar del Plata,MDQ
Mara North Conservancy Airstrip,KE,Mara,HKR
Mara Lodges Airport,KE,Mara Lodges,MRE
João Correa da Rocha Airport,BR,Marabá,MAB
La Chinita International Airport,VE,Maracaibo,MAR
Escuela Mariscal Sucre Airport,VE,Maracay,MYC
Maradi Airport,NE,Maradi,MFQ
Sahand Airport,IR,Maragheh,ACP
Marakei Airport,KI,Marakei,MZK
Maramag Airport,PH,Maramag,XMA
Maramuni Airport,PG,Maramuni,MWI
Pinal Airpark,US,Marana,MZJ
Marathon Airport,CA,Marathon,YSP
The Florida Keys Marathon Airport,US,Marathon,MTH
Marau Airport,SB,Marau,RUS
Marawaka Airport,PG,Marawaka,MWG
Colon Airport,HN,Marcala,MRJ
Marco Island Executive Airport,US,Marco Island,MRK
Mardin Airport,TR,Mardin,MQM
Maré Airport,NC,Maré,MEE
Mareb Airport,YE,Mareb,MYN
Marfa Municipal Airport,US,Marfa,MRF
Margarima Airport,PG,Margarima,MGG
Margate Airport,ZA,Margate,MGH
RAF Marham,GB,Marham,KNF
Mariánské Lázně Airport,CZ,Mariánské Lázně,MKA
Mariehamn Airport,FI,Mariehamn,MHQ
Dobbins Air Reserve Base,US,Marietta,MGE
Douglas-Charles Airport,DM,Marigot,DOM
Frank Miloye Milenkowichi–Marília State Airport,BR,Marília,MII
Marina Municipal Airport,US,Marina,OAR
Marina Di Campo Airport,IT,Marina  Di Campo,EBA
Regional de Maringá - Sílvio Name Júnior Airport,BR,Maringá,MGF
Marion Municipal Airport,US,Marion,MZZ
Veterans Airport of Southern Illinois,US,Marion,MWA
Marion Municipal Airport,US,Marion,MNN
Marion Downs Airport,AU,Marion Downs,MXD
Maripasoula Airport,GF,Maripasoula,MPY
Mariposa Yosemite Airport,US,Mariposa,RMY
Mariquita Airport,CO,Mariquita,MQU
Dr. Luis Maria Argaña International Airport,PY,Mariscal Estigarribia,ESG
Mariupol International Airport,UA,Mariupol,MPW
Markovo Airport,RU,Markovo,KVM
Selfs Airport,US,Marks,MMS
Marlboro Airport,US,Marlboro,MXG
Marmul Airport,OM,Marmul,OMM
Maroantsetra Airport,MG,Maroantsetra,WMN
Sunshine Coast Airport,AU,Maroochydore,MCY
Salak Airport,CM,Maroua,MVR
Marqua Airport,AU,Marqua,MQE
Sawyer International Airport,US,Marquette,MQT
Menara Airport,MA,Marrakech,RAK
Marromeu Airport,MZ,Marromeu,RRM
Marsa Alam International Airport,EG,Marsa Alam,RMF
Marsa Matruh Airport,EG,Marsa Matruh,MUH
Marsabit Airport,KE,Marsabit,RBT
Marseille Provence Airport,FR,Marseille,MRS
Leonard M Thompson International Airport,BS,Marsh Harbour,MHH
Southwest Minnesota Regional Airport - Marshall/Ryan Field,US,Marshall,MML
Marshall Don Hunter Sr Airport,US,Marshall,MLL
Marshall Memorial Municipal Airport,US,Marshall,MHL
Harrison County Airport,US,Marshall,ASL
Marshfield Municipal Airport,US,Marshfield,MFI
Martha's Vineyard Airport,US,Martha's Vineyard,MVY
Eastern WV Regional Airport/Shepherd Field,US,Martinsburg,MRB
Marudi Airport,MY,Marudi,MUR
Mary International Airport,TM,Mary,MYP
Mary River Aerodrome,CA,Mary River,YMV
Mary's Harbour Airport,CA,Mary's Harbour,YMH
Maryborough Airport,AU,Maryborough,MBH
Yuba County Airport,US,Marysville,MYV
Beale Air Force Base,US,Marysville,BAB
Masa Airport,PG,Masa,MBV
Bar Yehuda Airfield,IL,Masada,MTZ
Mara Serena Lodge Airstrip,KE,Masai Mara,MRE
Masalembo Airport,ID,Masalembo Island,MSI
Andi Jemma Airport,ID,Masamba-Celebes Island,MXB
Masasi Airport,TZ,Masasi,XMI
Moises R. Espinosa Airport,PH,Masbate,MBT
Moshoeshoe I International Airport,LS,Maseru,MSU
Mashhad International Airport,IR,Mashhad,MHD
Masi Manimba Airport,CD,Masi Manimba,MSM
Masindi Airport,UG,Masindi,KCU
Masirah Air Base,OM,Masirah,MSH
Shahid Asiyaee Airport,IR,Masjed Soleyman,QMJ
Mason City Municipal Airport,US,Mason City,MCW
Massawa International Airport,ER,Massawa,MSW
Massena International Richards Field,US,Massena,MSS
Masset Airport,CA,Masset,ZMT
Hood Airport,NZ,Masterton,MRO
Iwami Airport,JP,Masuda,IWJ
Masvingo International Airport,ZW,Masvingo,MVZ
Tshimpi Airport,CD,Matadi,MAT
Matagami Airport,CA,Matagami,YNM
Tarempa Airport,ID,Matak Island,MWK
General Servando Canales International Airport,MX,Matamoros,MAM
Matane Airport,CA,Matane,YME
Lombok International Airport,ID,Mataram,LOP
Selaparang Airport,ID,Mataram-Lombok Island,AMI
Matei Airport,FJ,Matei,TVU
Mati National Airport,PH,Mati,MXI
Cayenne – Félix Eboué Airport,GF,Matoury,CAY
Matsu Beigan Airport,TW,Matsu (Beigan),MFK
Matsu Nangan Airport,TW,Matsu (Nangan),LZN
Shinshu-Matsumoto Airport,JP,Matsumoto,MMJ
Matsuyama Airport,JP,Matsuyama,MYJ
Inagua Airport,BS,Matthew Town,IGA
Matthews Ridge Airport,GY,Matthews Ridge,MWJ
Coles County Memorial Airport,US,Mattoon/Charleston,MTO
Regional Orlando Villas Boas Airport,BR,Matupá,MBK
Maturín Airport,VE,Maturín,MUN
Maubeuge-Élesmes Airport,FR,Maubeuge/Élesmes,XME
Maués Airport,BR,Maués,MBZ
Mauke Airport,CK,Mauke Island,MUK
Maumere(Wai Oti) Airport,ID,Maumere-Flores Island,MOF
Maun Airport,BW,Maun,MUB
Mawlamyine Airport,MM,Mawlamyine,MNU
Laurinburg Maxton Airport,US,Maxton,MXE
May Creek Airport,US,May Creek,MYK
May River Airstrip,PG,May River,MRH
San Ignacio Town (Maya Flats) Airstrip,BZ,Maya Flats,CYD
Eugenio Maria De Hostos Airport,PR,Mayaguez,MAZ
Mayajigua Airport,CU,Mayajigua,MJG
Maymana Zahiraddin Faryabi Airport,AF,Maymana,MMZ
Mayo Airport,CA,Mayo,YMA
Naval Station Mayport (Admiral David L. Mcdonald Field),US,Mayport,NRB
Mayumba Airport,GA,Mayumba,MYB
Mayor PNP Nancy Flores Paucar Airport,PE,Mazamari,MZA
Mazar-i-Sharif International Airport,AF,Mazar-i-Sharif,MZR
General Rafael Buelna International Airport,MX,Mazatlán,MZT
Mbala Airport,ZM,Mbala,MMQ
Babanakira Airport,SB,Mbambanakira,MBU
Mbandaka Airport,CD,Mbandaka,MDK
Mbanza Congo Airport,AO,Mbanza Congo,SSY
Mbarara Airport,UG,Mbarara,MBQ
Natadola Airport,FJ,Mbatiri,NTA
Songwe Airport,TZ,Mbeya,MBI
M'Boki Airport,CF,Mboki,MKI
Mbuji Mayi Airport,CD,Mbuji Mayi,MJM
Mc Alester Regional Airport,US,Mc Alester,MLC
Mc Cook Ben Nelson Regional Airport,US,Mc Cook,MCK
Warren County Memorial Airport,US,Mc Minnville,RNC
McAllen Miller International Airport,US,McAllen,MFE
McArthur River Mine Airport,AU,McArthur River Mine,MCV
McCall Municipal Airport,US,McCall,MYL
Mc Carthy Airport,US,Mccarthy,MXY
McComb-Pike County Airport / John E Lewis Field,US,McComb,MCB
McGrath Airport,US,McGrath,MCG
McKinley National Park Airport,US,McKinley Park,MCL
Meadow Lake Airport,CA,Meadow Lake,YLJ
Port Meadville Airport,US,Meadville,MEJ
Mecheria Airport,DZ,Mecheria,MZW
Soewondo Air Force Base,ID,Medan-Sumatra Island,MES
Jose Maria Córdova International Airport,CO,Medellín,MDE
Enrique Olaya Herrera Airport,CO,Medellín,EOH
Rogue Valley International Medford Airport,US,Medford,MFR
Taylor County Airport,US,Medford,MDF
Medicine Hat Airport,CA,Medicine Hat,YXH
Medina Airport,CO,Medina,MND
Prince Mohammad Bin Abdulaziz Airport,SA,Medina,MED
Médouneu Airport,GQ,Médouneu - Gabon,MDV
Megève Altiport,FR,Megève,MVV
Meghauli Airport,NP,Meghauli,MEY
Mehamn Airport,NO,Mehamn,MEH
Meizhou Meixian Changgangji International Airport,CN,Meizhou (Meixian),MXZ
Xingning Air Base,CN,Meizhou (Xingning),XIN
Elenak Airport,MH,Mejato Island,EAL
Mejit Atoll Airport,MH,Mejit Atoll,MJB
Mekambo Airport,GA,Mekambo,MKB
Mekane Selam Airport,ET,Mekane Selam,MKS
Bassatine Airport,MA,Meknes,MEK
Mekoryuk Airport,US,Mekoryuk,MYU
Melalan Airport,ID,Melak-Borneo Island,GHS
Melbourne International Airport,US,Melbourne,MLB
Melbourne International Airport,AU,Melbourne,MEL
Melbourne Essendon Airport,AU,Melbourne,MEB
Melbourne Moorabbin Airport,AU,Melbourne,MBW
Avalon Airport,AU,Melbourne,AVV
Melchor de Mencos Airport,GT,Melchor de Mencos,MCR
Accomack County Airport,US,Melfa,MFV
Melfi Airport,TD,Melfi,MEF
Melilla Airport,ES,Melilla,MLN
Melinda Airport,BZ,Melinda,MDB
Gordil Airport,CF,Melle,GDI
Cerro Largo International Airport,UY,Melo,MLZ
Memmingen Allgau Airport,DE,Memmingen,FMM
Memphis International Airport,US,Memphis,MEM
Mende-Brenoux Airfield,FR,Mende/Brénoux,MEN
Mendi Airport,ET,Mendi,NDM
Mendi Airport,PG,Mendi,MDU
El Plumerillo Airport,AR,Mendoza,MDZ
Huatugou Airport,CN,Mengnai,HTT
President Obiang Nguema International Airport,GQ,Mengomeyén,GEM
Menominee Regional Airport,US,Menominee,MNM
Menongue Airport,AO,Menongue,SPP
Menorca Airport,ES,Menorca Island,MAH
Menyamya Airport,PG,Menyamya,MYX
Mopah Airport,ID,Merauke-Papua Island,MKQ
Castle Airport,US,Merced,MER
Merced Regional Macready Field,US,Merced,MCE
Mercedes Airport,AR,Mercedes,MDX
Yucca Airstrip,US,Mercury,UCC
Desert Rock Airport,US,Mercury,DRA
Merdei Airport,ID,Merdei-Papua Island,RDE
Alberto Carnevalli Airport,VE,Mérida,MRD
Licenciado Manuel Crescencio Rejon Int Airport,MX,Mérida,MID
Key Field / Meridian Regional Airport,US,Meridian,MEI
Merimbula Airport,AU,Merimbula,MIM
Valle Del Conlara International Airport,AR,Merlo,RLO
Merluna Airport,AU,Merluna,MLV
Merowe New Airport,SD,Merowe,MWE
Merrill Municipal Airport,US,Merrill,RRL
Merritt Airport,CA,Merritt,YMB
Merritt Island Airport,US,Merritt Island,COI
Mersing Airport,MY,Mersing,MEP
Mulika Lodge Airport,KE,Meru-Kinna,JJM
Merville-Calonne Airport,FR,Merville/Calonne,HZB
Falcon Field,US,Mesa,MSC
Mesquite International Airport,US,Mesquite,MFH
Metema Airport,ET,Metema,ETE
Metlakatla Seaplane Base,US,Metlakatla,MTM
Annette Island Airport,US,Metlakatla,ANN
Metz-Nancy-Lorraine Airport,FR,Metz / Nancy,ETZ
Metz-Frescaty (BA 128) Air Base,FR,Metz/Frescaty,MZM
San Felipe International Airport,MX,Mexicali,SFH
General Rodolfo Sánchez Taboada International Airport,MX,Mexicali,MXL
Licenciado Benito Juarez International Airport,MX,Mexico City,MEX
Santa Lucía Air Force Base / Felipe Angeles International Airport,MX,Mexico City (Santa Lucía),NLU
Meyers Chuck Seaplane Base,US,Meyers Chuck,WMK
Mfuwe Airport,ZM,Mfuwe,MFU
Dade Collier Training and Transition Airport,US,Miami,TNT
Miami Executive Airport,US,Miami,TMB
Miami-Opa Locka Executive Airport,US,Miami,OPF
Miami Seaplane Base,US,Miami,MPB
Miami International Airport,US,Miami,MIA
Miandrivazo Airport,MG,Miandrivazo,ZVA
Mianwali Air Base,PK,Mianwali,MWD
Mianyang Airport,CN,Mianyang,MIG
Michigan City Municipal Airport,US,Michigan City,MGC
Middle Caicos Airport,TC,Middle Caicos,MDS
Middleton Island Airport,US,Middleton Island,MDO
Middletown Regional Airport,US,Middletown,MWO
Midgard Airport,NA,Midgard,MQG
Midland Airpark,US,Midland,MDD
Midland International Airport,US,Midland,MAF
Grand Central Airport,ZA,Midrand,GCJ
Mikkeli Airport,FI,Mikkeli,MIK
Malpensa International Airport,IT,Milan,MXP
Milano Linate Airport,IT,Milan,LIN
Milan Bergamo Airport,IT,Milan,BGY
RAF Mildenhall,GB,Mildenhall,MHZ
Mildura Airport,AU,Mildura,MQL
Frank Wiley Field,US,Miles City,MLS
Mili Island Airport,MH,Mili Island,MIJ
Milingimbi Airport,AU,Milingimbi Island,MGT
Millington-Memphis Airport,US,Millington,NQA
Millville Municipal Airport,US,Millville,MIV
Milos Airport,GR,Milos Island,MLO
Whiting Field Naval Air Station - North,US,Milton,NSE
Lawrence J Timmerman Airport,US,Milwaukee,MWC
General Mitchell International Airport,US,Milwaukee,MKE
Minaçu Airport,BR,Minaçu,MQH
Minamidaito Airport,JP,Minamidaito,MMD
Minatitlán/Coatzacoalcos National Airport,MX,Minatitlán,MTT
Minchumina Airport,US,Minchumina,LMA
Minden-Tahoe Airport,US,Minden,MEV
Mindik Airport,PG,Mindik,MXK
Mindiptana Airport,ID,Mindiptana-Papua Island,MDP
Mineral Wells Regional Airport,US,Mineral Wells,MWL
Mineralnyye Vody Airport,RU,Mineralnyye Vody,MRV
Mayne Island Seaplane Base,CA,Miners Bay,YAV
Minna Airport,NG,Minna,MXJ
Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,US,Minneapolis,MSP
Flying Cloud Airport,US,Minneapolis,FCM
Lakeland-Noble F. Lee Memorial field,US,Minocqua-Woodruff,ARV
Minot International Airport,US,Minot,MOT
Minot Air Force Base,US,Minot,MIB
Minsk National Airport,BY,Minsk,MSQ
Minsk 1 Airport,BY,Minsk,MHP
Minto Al Wright Airport,US,Minto,MNT
Minvoul Airport,GA,Minvoul,MVX
El Minya Airport,EG,Minya,EMY
Miquelon Airport,PM,Miquelon,MQC
Miraflores Airport,CO,Miraflores,MFS
Miramar Airport,AR,Miramar,MJR
Miramichi Airport,CA,Miramichi,YCH
Miranda Downs Airport,AU,Miranda Downs,MWY
Miri Airport,MY,Miri,MYY
Mirny Airport,RU,Mirny,MJZ
Sukkur Airport,PK,Mirpur Khas,SKZ
Misawa Air Base / Misawa Airport,JP,Misawa,MSJ
Misima Island Airport,PG,Misima Island,MIS
Miskolc Airport,HU,Miskolc,MCQ
Misratah Airport,LY,Misratah,MRA
Missoula International Airport,US,Missoula,MSO
Mitchell Municipal Airport,US,Mitchell,MHE
Mitchell Plateau Airport,AU,Mitchell Plateau,MIH
Mitiaro Island Airport,CK,Mitiaro Island,MOI
Fabio Alberto Leon Bentley Airport,CO,Mitú,MVP
Mitzic Airport,GA,Mitzic,MZC
Miyakejima Airport,JP,Miyakejima,MYE
Miyako Airport,JP,Miyako City,MMY
Miyako Shimojishima Airport,JP,Miyakojima,SHI
Miyanmin Airport,PG,Miyanmin,MPX
Miyazaki Airport,JP,Miyazaki,KMI
Mizan Teferi Airport,ET,Mizan Teferi,MTF
Mkambati Airport,ZA,Mkambati,MBM
Myeik Airport,MM,Mkeik,MGZ
Mkuze Airport,ZA,Mkuze,MZQ
Mo i Rana Airport - Røssvoll,NO,Mo i Rana,MQN
Orestes Acosta Airport,CU,Moa,MOA
Kubin Airport,AU,Moa Island,KUG
Canyonlands Field,US,Moab,CNY
Moabi Airport,GA,Moabi,MGX
Moala Airport,FJ,Moala,MFJ
Moanamani Airport,ID,Moanamani-Papua Island,ONI
Moanda Airport,GA,Moanda,MFF
Moba Airport,CD,Moba,BDV
Omar N Bradley Airport,US,Moberly,MBY
Mobile Regional Airport,US,Mobile,MOB
Mobile Downtown Airport,US,Mobile,BFM
Mobridge Municipal Airport,US,Mobridge,MBG
Welwitschia Mirabilis International Airport,AO,Moçâmedes,MSZ
Mocímboa da Praia Airport,MZ,Mocímboa da Praia,MZB
Mococa Airport,BR,Mococa,QOA
Modesto City Co-Harry Sham Field,US,Modesto,MOD
Moengo Airstrip,SR,Moengo,MOJ
Moenjodaro Airport,PK,Moenjodaro,MJD
Aden Adde International Airport,SO,Mogadishu,MGQ
Mogilev Airport,BY,Mogilev,MVQ
Gu-Lian Airport,CN,Mohe,OHE
Mojave Airport,US,Mojave,MHV
Mokhotlong Airport,LS,Mokhotlong,MKH
Moki Airport,PG,Moki,MJJ
Dillingham Airfield,US,Mokuleia,HDH
Mokuti Lodge Airport,NA,Mokuti Lodge,OKU
Quad City International Airport,US,Moline,MLI
Moi International Airport,KE,Mombasa,MBA
Roy Hurd Memorial Airport,US,Monahans,MIF
Monastir Habib Bourguiba International Airport,TN,Monastir,MIR
Monbetsu Airport,JP,Monbetsu,MBE
Mönchengladbach Airport,DE,Mönchengladbach,MGL
Greater Moncton Roméo LeBlanc International Airport,CA,Moncton,YQM
Huesca/Pirineos Airport,ES,Monflorite/Alcalá del Obispo,HSK
Monfort Airport,CO,Monfort,MFB
Mong Hsat Airport,MM,Mong Hsat,MOG
Mong Tong Airport,MM,Mong Tong,MGK
Mongo Airport,TD,Mongo,MVO
Mongu Airport,ZM,Mongu,MNR
Monkey Bay Airport,MW,Monkey Bay,MYZ
Monkey Mountain Airport,GY,Monkey Mountain,MYM
Monroe Regional Airport,US,Monroe,MLU
Monroe County Aeroplex Airport,US,Monroeville,MVC
Roberts International Airport,LR,Monrovia,ROB
Spriggs Payne Airport,LR,Monrovia,MLW
Mont Joli Airport,CA,Mont-Joli,YYY
Montague-Yreka Rohrer Field,US,Montague,ROF
Montauk Airport,US,Montauk,MTP
Monte Alegre Airport,BR,Monte Alegre,MTE
Monte Caseros Airport,AR,Monte Caseros,MCS
Sangster International Airport,JM,Montego Bay,MBJ
Montelibano Airport,CO,Montelíbano,MTB
Montenegro Airport,BR,Montenegro,QGF
Montepuez Airport,MZ,Montepuez,MTU
Monterey Peninsula Airport,US,Monterey,MRY
Los Garzones Airport,CO,Montería,MTR
Del Norte International Airport,MX,Monterrey,NTR
General Mariano Escobedo International Airport,MX,Monterrey,MTY
Monterrey Airport,CO,Monterrey,MOY
Mário Ribeiro Airport,BR,Montes Claros,MOC
Montevideo Chippewa County Airport,US,Montevideo,MVE
Carrasco International /General C L Berisso Airport,UY,Montevideo,MVD
Maxwell Air Force Base,US,Montgomery,MXF
Montgomery Regional (Dannelly Field) Airport,US,Montgomery,MGM
Orange County Airport,US,Montgomery,MGJ
Sullivan County Airport,US,Monticello,SIV
Monticello Airport,US,Monticello,MXC
Sullivan County International Airport,US,Monticello,MSV
Brescia Airport,IT,Montichiari (BS),VBS
Montluçon-Guéret Airport,FR,Montluçon/Guéret,MCU
Montpellier-Méditerranée Airport,FR,Montpellier/Méditerranée,MPL
Cartierville Airport,CA,Montreal,YCV
Montreal / Pierre Elliott Trudeau International Airport,CA,Montréal,YUL
Montreal International (Mirabel) Airport,CA,Montréal,YMX
Montréal / Saint-Hubert Airport,CA,Montréal,YHU
Montrose Regional Airport,US,Montrose,MTJ
Monywar Airport,MM,Monywar,NYW
Moolawatana Airport,AU,Moolawatana Station,MWT
Moose Jaw Air Vice Marshal C. M. McEwen Airport,CA,Moose Jaw,YMJ
Moosonee Airport,CA,Moosonee,YMO
Mora Airport,SE,Mora,MXX
Morafenobe Airport,MG,Morafenobe,TVA
Ambohibary Airport,MG,Moramanga,OHB
Moranbah Airport,AU,Moranbah,MOV
Moree Airport,AU,Moree,MRZ
Morehead Airport,PG,Morehead,MHY
General Francisco J. Mujica International Airport,MX,Morelia,MLM
Moreton Airport,AU,Moreton,MET
Foothills Regional Airport,US,Morganton,MRN
Morgantown Municipal Walter L. Bill Hart Field,US,Morgantown,MGW
Morichal Airport,CO,Morichal,MHF
Morlaix-Ploujean Airport,FR,Morlaix/Ploujean,MXN
Moro Airport,PG,Moro,MXH
Moroak Airport,AU,Moroak,MRT
Morobe Airport,PG,Morobe,OBM
Morombe Airport,MG,Morombe,MXM
Moron Air Base,ES,Morón,OZP
Mörön Airport,MN,Mörön,MXV
Morondava Airport,MG,Morondava,MOQ
Prince Said Ibrahim International Airport,KM,Moroni,HAH
Maleo Airport,ID,Morowali,MOH
Petit Jean Park Airport,US,Morrilton,MPJ
Morristown Municipal Airport,US,Morristown,MMU
Morrisville Stowe State Airport,US,Morrisville,MVL
Moruya Airport,AU,Moruya,MYA
Latrobe Valley Airport,AU,Morwell,TGN
Zhukovsky International Airport,RU,Moscow,ZIA
Vnukovo International Airport,RU,Moscow,VKO
Sheremetyevo International Airport,RU,Moscow,SVO
Ostafyevo International Airport,RU,Moscow,OSF
Domodedovo International Airport,RU,Moscow,DME
Chkalovskiy Air Base,RU,Moscow,CKL
Bykovo Airport,RU,Moscow,BKA
Moser Bay Seaplane Base,US,Moser Bay,KMY
Grant County International Airport,US,Moses Lake,MWH
Moshi Airport,TZ,Moshi,QSI
Central Wisconsin Airport,US,Mosinee,CWA
Mosjøen Airport (Kjærstad),NO,Mosjøen,MJF
Mosquera Airport,CO,Mosquera,MQR
Exuma International Airport,BS,Moss Town,GGT
Mossel Bay Airport,ZA,Mossel Bay,MZY
Mossendjo Airport,CG,Mossendjo,MSX
Dix-Sept Rosado Airport,BR,Mossoró,MVF
Mostaganem Airport,DZ,Mostaganem,MQV
Mostar International Airport,BA,Mostar,OMO
Mostyn Airport,MY,Mostyn,MZS
Mosul International Airport,IQ,Mosul,OSM
Motswari Airport,ZA,Motswari Private Game Reserve,MWR
Bora Bora Airport,PF,Motu Mute,BOB
Moucha Airport,DJ,Moucha Island,MHI
Letfotar Airport,MR,Moudjeria,MOM
Mougulu Airport,PG,Mougulu,GUV
Mouilla Ville Airport,GA,Mouila,MJL
Moultrie Municipal Airport,US,Moultrie,MGR
Moundou Airport,TD,Moundou,MQQ
Selfridge Air National Guard Base Airport,US,Mount Clemens,MTC
Mount Etjo Airport,NA,Mount Etjo Safari Lodge,MJO
Mount Gordon Airport,AU,Mount Gordon Mine,GPD
Mount Gunson Airport,AU,Mount Gunson,GSN
Mount Hagen Kagamuga Airport,PG,Mount Hagen,HGU
South Jersey Regional Airport,US,Mount Holly,LLY
Mount Hotham Airport,AU,Mount Hotham,MHU
Mount Isa Airport,AU,Mount Isa,ISA
Mount Pleasant Airport,US,Mount Pleasant,MSD
Mount Pleasant Municipal Airport,US,Mount Pleasant,MPZ
Mount Pleasant Airport,FK,Mount Pleasant,MPN
Pocono Mountains Municipal Airport,US,Mount Pocono,MPO
Mountain Airport,NP,Mountain,MWP
Ozark Regional Airport,US,Mountain Home,WMH
Mountain Home Air Force Base,US,Mountain Home,MUO
Moffett Federal Airfield,US,Mountain View,NUQ
